Cards,Board,Action,AverageRank,Count
"6S,JS","4S,QS,TH",call,55.2047996520996,1
"6S,JS","5D,5H,JH",bet,61.2047996520996,1
"6S,JS","5D,7D,TS",call,48.1024017333984,1
"6S,JS","5H,6C,TH",call,74.0000991821289,1
"6S,JS","5S,8S,AD",call,123.234802246094,1
"6S,JS","6D,6H,9D",bet,104.230400085449,1
"6S,JS","6D,AH,QH",call,17.3087997436523,1
"6S,JS","6H,8C,8D",call,123.28800201416,1
"6S,JS","6H,9D,KD",call,180,2
"6S,JS","6H,9S,KS",call,12.2815999984741,1
"6S,JS","7H,9S,KS",fold,122,1
"6S,JS","7S,9S,AC",call,123.03759765625,1
"6S,JS","7S,KD,KS",fold,111.027198791504,1
"6S,JS","8H,9D,KC",fold,7.03599977493286,1
"6S,JS","AD,KD,TC",fold,19.2336006164551,1
"6S,JS","AH,QD,TC",fold,17.2816009521484,1
"6S,KC","2C,3H,8H",call,14.089599609375,1
"6S,KC","2C,AH,JC",call,14.0041999816895,1
"6S,KC","2D,7S,KH",raise,20.002799987793,1
"6S,KC","2H,3C,7S",bet,31.1023998260498,1
"6S,KC","2S,4H,9C",call,201,1
"6S,KC","2S,7C,KH",bet,17.3080005645752,1
"6S,KC","2S,7S,JD",call,7.04080009460449,1
"6S,KC","3C,5D,JH",call,108.026000976563,1
"6S,KC","3C,6C,6D",call,104.115196228027,1
"6S,KC","3H,4H,QD",bet,8.07919979095459,1
"6S,KC","4C,5C,KS",bet,18.1664009094238,1
"6S,KC","4H,5C,7C",call,67.0255966186523,1
"6S,KC","5C,6D,7S",call,21.0608005523682,1
"6S,KC","6C,8D,QS",raise,100.10880279541,1
"6S,KC","6C,AS,JD",call,12.2592000961304,1
"6S,KC","6D,AD,TC",call,15.1168003082275,1
"6S,KC","6H,8S,QD",fold,13.1568002700806,1
"6S,KC","6H,TC,TD",call,8.16959953308105,1
"6S,KC","7C,KD,TS",fold,17.2576007843018,1
"6S,KC","8H,AD,KH",call,81.2048034667969,1
"6S,KC","9D,JH,QS",call,18.1103992462158,1
"6S,KC","AH,JS,TH",call,36.0256004333496,1
"6S,KD","2C,3S,QC",fold,68.1024017333984,1
"6S,KD","2C,5C,TH",call,13.1168003082275,1
"6S,KD","2C,5S,QC",check,82.0003967285156,1
"6S,KD","2C,KC,KH",raise,260,1
"6S,KD","2C,KC,TS",fold,18.2096004486084,1
"6S,KD","2D,3S,TH",call,84.0255966186523,1
"6S,KD","2D,5D,9S",bet,18.2623996734619,1
"6S,KD","2H,5S,AD",call,89.0255966186523,1
"6S,KD","2H,9C,QS",fold,16.1543998718262,1
"6S,KD","2S,4C,KH",bet,20.0200004577637,1
"6S,KD","2S,4H,6H",bet,112.064002990723,1
"6S,KD","2S,KS,TD",bet,122,1
"6S,KD","3D,5S,7H",call,113,1
"6S,KD","3H,5S,8S",fold,7.07359981536865,1
"6S,KD","3S,4S,8C",fold,16.0799999237061,1
"6S,KD","4D,AS,QS",bet,122,1
"6S,KD","4H,8H,9C",fold,14.121600151062,1
"6S,KD","4S,AD,JC",fold,15.332799911499,1
"6S,KD","5D,7H,AS",bet,13.3584003448486,1
"6S,KD","5H,9D,KS",call,21.0167999267578,1
"6S,KD","5S,6D,TD",call,81.2048034667969,1
"6S,KD","5S,7C,9H",call,8.12320041656494,1
"6S,KD","6H,7S,JS",call,108.076797485352,2
"6S,KD","6H,8S,AH",fold,19.3136005401611,1
"6S,KD","7D,8H,KH",call,20.2240009307861,1
"6S,KD","7H,9C,QS",bet,17.3087997436523,1
"6S,KD","8H,JD,TC",call,13.1408004760742,2
"6S,KH","2C,2H,4C",fold,17.1567993164063,1
"6S,KH","2C,4S,9S",fold,11.3135995864868,1
"6S,KH","2D,8H,JD",call,12.2368001937866,1
"6S,KH","2S,9D,TS",call,7.05999994277954,1
"6S,KH","2S,JH,KC",bet,86.0008010864258,1
"6S,KH","3C,7D,7S",check,123.117202758789,1
"6S,KH","3C,KC,TS",bet,78.0128021240234,1
"6S,KH","3H,5S,AC",call,16.0799999237061,1
"6S,KH","3S,6D,6H",bet,284.102386474609,1
"6S,KH","4C,6H,AH",call,266,1
"6S,KH","4S,5S,QC",fold,11.0607995986938,1
"6S,KH","4S,7D,QC",bet,148,1
"6S,KH","4S,JH,QD",bet,20.0799999237061,1
"6S,KH","5C,5S,TC",call,11.1408004760742,1
"6S,KH","5D,9H,QC",call,15.0075998306274,1
"6S,KH","6H,9D,KS",call,81.0128021240234,1
"6S,KH","7C,9D,TC",fold,25.0128002166748,1
"6S,KH","7D,QH,TC",call,115,1
"6S,KH","7H,JC,QS",bet,10.0607995986938,1
"6S,KH","8C,9C,JH",fold,16.1184005737305,1
"6S,KH","8H,9D,QD",fold,52.1024017333984,1
"6S,KH","JD,JH,TD",check,21.0704002380371,1
"6S,KH","KC,QC,QD",call,266,1
"6S,KS","2C,2D,AS",call,28.2047996520996,1
"6S,KS","2C,JS,QC",call,127,1
"6S,KS","2D,2S,5C",call,7.09000015258789,3
"6S,KS","2D,3H,4H",check,12.1543998718262,1
"6S,KS","2D,3H,8S",call,123.209701538086,1
"6S,KS","2H,KC,QC",call,256,1
"6S,KS","2S,3D,QS",call,141,2
"6S,KS","2S,3S,8H",call,12.2815999984741,1
"6S,KS","3C,4D,AH",call,4.01160001754761,1
"6S,KS","3C,5D,5H",check,7.09119987487793,1
"6S,KS","3C,7C,TS",fold,114,1
"6S,KS","3H,5H,KC",raise,11.1071996688843,1
"6S,KS","3H,5S,8S",fold,16.0055999755859,1
"6S,KS","3S,9C,AD",call,17.1119995117188,2
"6S,KS","3S,AS,TD",call,123.084396362305,1
"6S,KS","3S,KD,QD",call,7.03679990768433,1
"6S,KS","4C,9C,TS",call,13.0656003952026,1
"6S,KS","4D,JC,QC",bet,123.06600189209,1
"6S,KS","4S,6D,TC",bet,123.168403625488,1
"6S,KS","4S,8C,TS",bet,16.1159992218018,1
"6S,KS","5D,7C,JH",call,11.1568002700806,1
"6S,KS","5D,AH,QH",fold,72.0008010864258,1
"6S,KS","5H,AD,JD",check,106.255996704102,1
"6S,KS","5S,JH,KH",call,109.217597961426,1
"6S,KS","6C,6D,7D",bet,104.153602600098,1
"6S,KS","6C,6D,9S",bet,178,1
"6S,KS","6C,9H,KH",raise,81.0064010620117,1
"6S,KS","7S,9D,KD",call,106.127998352051,1
"6S,KS","7S,AH,QC",bet,7.08080005645752,1
"6S,KS","8C,KC,QS",call,16.2591991424561,1
"6S,KS","9C,9H,TH",call,8.16959953308105,1
"6S,KS","9D,JH,KC",bet,20.0207996368408,1
"6S,KS","JS,QC,QS",call,121,1
"6S,QC","2D,2S,KD",fold,8.0959997177124,1
"6S,QC","2D,3C,TD",fold,20.0608005523682,1
"6S,QC","2S,9S,QD",raise,244,1
"6S,QC","3D,4S,7H",call,109.103996276855,1
"6S,QC","3D,6H,7H",call,61.0512008666992,1
"6S,QC","3S,4S,6D",call,23.2047996520996,1
"6S,QC","3S,AC,AS",bet,12.2208003997803,1
"6S,QC","4H,6D,QD",call,32.2047996520996,1
"6S,QC","4S,9C,QH",bet,19.1096000671387,1
"6S,QC","4S,KS,QD",bet,19.332799911499,1
"6S,QC","5D,7C,7D",fold,14.0775995254517,1
"6S,QC","5D,8H,TD",fold,19.0352001190186,1
"6S,QC","5D,KC,KH",call,20.0704002380371,1
"6S,QC","5H,9H,QD",bet,247,1
"6S,QC","5S,8H,JC",call,18.3584003448486,1
"6S,QC","6D,AH,TS",fold,17.0583992004395,1
"6S,QC","6H,9D,KC",call,248,1
"6S,QC","6H,9H,JS",bet,15.1288003921509,1
"6S,QC","6H,9H,TS",bet,13.2687997817993,1
"6S,QC","6H,JH,TH",fold,54.0512008666992,1
"6S,QC","7D,8H,TC",bet,8.13599967956543,1
"6S,QC","7H,AS,KS",fold,111.038398742676,1
"6S,QC","8S,9C,9D",call,44.0512008666992,1
"6S,QC","9D,9H,KC",raise,79.0128021240234,1
"6S,QD","2C,4C,6H",call,8.04559993743896,1
"6S,QD","2C,4H,QH",bet,7.0201997756958,1
"6S,QD","2C,9H,TD",call,39.2047996520996,1
"6S,QD","2D,3H,JD",bet,19.0265998840332,1
"6S,QD","2D,JD,TC",call,123.275199890137,1
"6S,QD","2H,6C,9C",call,64.1024017333984,1
"6S,QD","2H,AH,QC",bet,13.1183996200562,1
"6S,QD","2S,4H,KS",call,13.0704002380371,1
"6S,QD","2S,6D,AH",call,26.0128002166748,1
"6S,QD","2S,7C,AC",bet,121,1
"6S,QD","2S,9D,JC",call,16.1060009002686,1
"6S,QD","2S,KC,TC",fold,16.0296001434326,1
"6S,QD","3C,KH,QH",bet,73.1024017333984,1
"6S,QD","3H,JH,JS",call,76.0008010864258,1
"6S,QD","3H,JH,TC",fold,89.1024017333984,1
"6S,QD","3S,4H,9H",call,91.0064010620117,1
"6S,QD","4C,5H,JD",fold,7.08400011062622,1
"6S,QD","4C,5S,KD",fold,13.1599998474121,1
"6S,QD","4H,9H,KH",call,58.0032005310059,1
"6S,QD","5C,7C,9S",fold,46.2047996520996,1
"6S,QD","5H,5S,6C",fold,7.07119989395142,1
"6S,QD","5H,6H,7H",call,85.0064010620117,1
"6S,QD","5H,AC,AS",fold,103.230400085449,1
"6S,QD","5S,6D,7H",raise,15.1104001998901,1
"6S,QD","6C,AS,KS",bet,13.3584003448486,1
"6S,QD","6H,7S,QH",bet,271,1
"6S,QD","8D,AD,TD",fold,123.03450012207,1
"6S,QD","AC,JD,TC",call,89.1024017333984,2
"6S,QH","2C,6H,KD",call,15.256799697876,1
"6S,QH","2C,9S,KS",bet,82.2048034667969,1
"6S,QH","2D,5C,QD",fold,83.2048034667969,1
"6S,QH","2H,8D,JH",fold,19.0296001434326,1
"6S,QH","2S,7C,TS",call,111.007202148438,1
"6S,QH","3C,8H,8S",check,107.307197570801,1
"6S,QH","3H,4C,QD",call,231,1
"6S,QH","3H,JD,JS",call,14.2623996734619,1
"6S,QH","3S,5C,KD",fold,13.1663999557495,1
"6S,QH","3S,6C,AS",call,75.2048034667969,1
"6S,QH","3S,JH,QD",call,43.2047996520996,2
"6S,QH","4C,5C,6C",call,14.1120004653931,1
"6S,QH","4C,5C,TH",call,186,1
"6S,QH","4C,9D,AS",call,6.03079986572266,1
"6S,QH","4D,6C,KS",raise,13.1663999557495,1
"6S,QH","4D,8D,TS",call,7.09280014038086,1
"6S,QH","4S,9C,JD",call,19.1343994140625,1
"6S,QH","5C,7C,7H",fold,19.0387992858887,1
"6S,QH","5S,TH,TS",call,97.1024017333984,1
"6S,QH","6C,6D,AH",call,114,1
"6S,QH","6D,7D,JS",raise,13.0832004547119,3
"6S,QH","6H,7D,JS",call,20.2623996734619,1
"6S,QH","6H,JD,QC",call,11.2368001937866,1
"6S,QH","7C,JD,KH",call,221,1
"6S,QH","7D,AC,AS",bet,93.0512008666992,1
"6S,QH","7H,QC,QD",raise,248,3
"6S,QH","8C,AD,KH",call,13.3584003448486,1
"6S,QH","AC,AD,KC",bet,8.0172004699707,1
"6S,QS","2D,4D,AD",fold,92.0003967285156,1
"6S,QS","2D,5D,6D",call,15.3135995864868,1
"6S,QS","2D,8H,9D",call,7.06160020828247,1
"6S,QS","2D,9D,TH",call,46.0008010864258,1
"6S,QS","2H,2S,5H",fold,36.2047996520996,1
"6S,QS","2H,5H,JC",call,266,1
"6S,QS","2S,3C,6D",fold,13.2815999984741,1
"6S,QS","3C,6C,JD",call,101.076797485352,1
"6S,QS","3C,AS,TC",fold,7.04559993743896,1
"6S,QS","3H,4H,5D",call,41.0512008666992,1
"6S,QS","3H,9C,TS",call,68.0128021240234,2
"6S,QS","3H,JC,QC",call,71.0255966186523,1
"6S,QS","3H,JS,TD",fold,20.089599609375,1
"6S,QS","3S,8C,QC",call,15.0447998046875,2
"6S,QS","3S,9C,JD",fold,15.0025997161865,1
"6S,QS","4C,AC,JH",call,27.2047996520996,1
"6S,QS","4D,9D,JD",call,5.02040004730225,1
"6S,QS","4H,6D,8S",fold,123.004302978516,1
"6S,QS","4H,AH,JS",call,5.01719999313354,1
"6S,QS","4S,7C,8S",call,18.3584003448486,1
"6S,QS","5H,8D,AH",fold,17.0335998535156,1
"6S,QS","6C,JC,QH",bet,56.0004005432129,1
"6S,QS","6D,7S,JD",bet,16.2192001342773,1
"6S,QS","6D,AS,JC",call,21.0799999237061,1
"6S,QS","7C,9D,JS",fold,75.1024017333984,1
"6S,QS","7S,AS,TS",raise,123.271202087402,1
"6S,QS","8C,8S,TC",call,92.1024017333984,1
"6S,QS","8S,QH,TS",call,123.068000793457,1
"6S,QS","AD,JH,KC",fold,19.2320003509521,1
"6S,QS","AS,JS,QD",call,85.0064010620117,1
"6S,TC","2C,4H,9D",fold,122,1
"6S,TC","2H,3C,TH",bet,59.2047996520996,1
"6S,TC","2H,8C,KS",call,9.03040027618408,1
"6S,TC","2S,AH,TD",call,29.0128002166748,1
"6S,TC","3C,8H,AD",fold,21.0415992736816,1
"6S,TC","3D,AC,QH",bet,8.09039974212646,1
"6S,TC","3H,5C,KD",call,53.1024017333984,1
"6S,TC","4S,5S,8H",call,111.038398742676,1
"6S,TC","4S,7D,TD",call,52.0256004333496,1
"6S,TC","5C,5H,7H",call,115,1
"6S,TC","6C,6D,8S",bet,104.038398742676,1
"6S,TC","6C,AD,AH",bet,18.1091995239258,1
"6S,TC","6C,TD,TH",bet,224,1
"6S,TC","6H,8C,QH",call,41.2047996520996,1
"6S,TC","8C,9S,TH",call,25.0512008666992,1
"6S,TC","8C,JC,KS",fold,30.2047996520996,1
"6S,TC","9H,AH,QD",raise,21.0704002380371,1
"6S,TC","AD,JH,JS",fold,18.2688007354736,1
"6S,TC","JC,QH,TS",call,14.0103998184204,1
"6S,TD","2C,8H,QS",check,68.2048034667969,1
"6S,TD","2D,3S,TH",fold,17.0552005767822,1
"6S,TD","2H,8C,KC",call,239,1
"6S,TD","2S,4C,AH",call,19.3104000091553,1
"6S,TD","3C,9D,JH",fold,6.04559993743896,1
"6S,TD","3D,4D,TH",bet,8.02159976959229,1
"6S,TD","3S,5S,JH",call,123.318397521973,1
"6S,TD","4C,7H,AS",call,15.2180004119873,1
"6S,TD","4D,7C,QH",call,6.03560018539429,1
"6S,TD","4H,5S,AD",call,21.005199432373,1
"6S,TD","5C,7S,AD",bet,28.1023998260498,1
"6S,TD","5C,AH,KC",call,11.0584001541138,1
"6S,TD","5C,JC,TH",bet,61.0127983093262,1
"6S,TD","5D,7C,8C",fold,110.00959777832,1
"6S,TD","5D,7H,9C",call,15.2623996734619,1
"6S,TD","5H,5S,6C",fold,20.2563991546631,1
"6S,TD","5S,6H,QS",bet,13.2144002914429,1
"6S,TD","5S,9S,TS",bet,9.01480007171631,1
"6S,TD","6C,8C,KH",allin,54.1024017333984,1
"6S,TD","6C,AC,TC",call,37.0064010620117,1
"6S,TD","6C,KD,QS",call,181,1
"6S,TD","7C,KH,KS",bet,81.0128021240234,1
"6S,TD","7H,8S,TC",call,108.028800964355,1
"6S,TD","8H,AS,JH",call,21.0447998046875,1
"6S,TD","AD,JD,TC",bet,18.1215991973877,1
"6S,TH","2C,5D,JC",call,82.0255966186523,1
"6S,TH","2D,3S,AD",call,8.06799983978271,2
"6S,TH","2D,7C,KC",call,20.0655994415283,1
"6S,TH","2D,KS,QH",fold,9.12880039215088,1
"6S,TH","2H,3D,JS",fold,5.02040004730225,1
"6S,TH","2H,6D,KD",call,91.0128021240234,1
"6S,TH","2S,5D,QD",fold,18.2688007354736,1
"6S,TH","3C,5C,7S",fold,69.0016021728516,1
"6S,TH","3C,AS,QC",fold,55.1024017333984,1
"6S,TH","3D,4H,7C",fold,101.01439666748,1
"6S,TH","4S,6C,7D",call,122,1
"6S,TH","5H,6C,6H",bet,15.2239999771118,1
"6S,TH","6C,JH,TC",call,121,1
"6S,TH","7D,9C,9S",call,104.127998352051,1
"6S,TH","8C,8D,QS",raise,13.0832004547119,2
"6S,TH","8C,9S,QD",call,6.02320003509521,1
"6S,TH","8C,AC,JH",call,109.052803039551,1
"6S,TH","9D,9H,QS",bet,74.0128021240234,1
"6S,TH","9S,AH,KC",call,12.1568002700806,2
"6S,TH","KD,QC,QS",check,28.0256004333496,1
"6S,TS","2C,8S,TH",bet,12.1543998718262,1
"6S,TS","2C,9S,AD",call,11.0291996002197,1
"6S,TS","2C,AS,TH",bet,123.069602966309,1
"6S,TS","2D,3C,4D",call,106.127998352051,1
"6S,TS","2D,3D,9H",call,8.04559993743896,1
"6S,TS","2D,JD,KS",call,5.02159976959229,1
"6S,TS","2H,4C,7D",call,52.1024017333984,1
"6S,TS","2S,8H,KC",fold,15.1160001754761,1
"6S,TS","3C,4H,4S",call,183,1
"6S,TS","3D,4S,TH",call,54.0015983581543,1
"6S,TS","3S,7S,KS",raise,123.117698669434,1
"6S,TS","4C,4S,TC",fold,23.0256004333496,1
"6S,TS","4C,5H,8H",call,20.0608005523682,1
"6S,TS","4D,AH,JD",fold,8.04240036010742,1
"6S,TS","4H,5D,8S",fold,31.0128002166748,1
"6S,TS","4S,6D,JD",raise,13.1408004760742,1
"6S,TS","5C,7D,8S",fold,12.2592000961304,1
"6S,TS","6C,6D,QH",bet,16.0522003173828,1
"6S,TS","6C,7C,AD",call,45.0127983093262,1
"6S,TS","6D,9S,AH",bet,47.2047996520996,1
"6S,TS","7C,AH,KC",fold,10.1344003677368,1
"6S,TS","8S,9C,JC",call,21.0799999237061,1
"6S,TS","JC,KD,TC",check,45.0512008666992,1
"7C,7D","2C,4C,JD",raise,62.1024017333984,1
"7C,7D","2C,6S,QH",bet,14.0584001541138,1
"7C,7D","2C,JH,QH",call,4.01160001754761,1
"7C,7D","2D,4S,7H",call,186,1
"7C,7D","2D,5D,KS",call,20.0037994384766,1
"7C,7D","2D,8H,QD",call,123.071998596191,3
"7C,7D","2H,3H,8H",bet,11.089599609375,1
"7C,7D","2S,3D,7H",call,184,1
"7C,7D","2S,7H,8D",call,10.0223999023438,1
"7C,7D","2S,JC,JD",bet,113,1
"7C,7D","3D,JS,KH",fold,14.1288003921509,1
"7C,7D","3S,AC,JH",call,116,1
"7C,7D","4C,4H,5H",call,34.0032005310059,1
"7C,7D","4C,AD,TH",bet,77.0512008666992,1
"7C,7D","4D,5S,QD",fold,13.2335996627808,1
"7C,7D","4D,6S,JS",call,16.1567993164063,1
"7C,7D","4D,AS,KC",fold,20.2816009521484,1
"7C,7D","5D,KH,KS",fold,82.0003967285156,1
"7C,7D","6C,9S,AD",call,19.1096000671387,1
"7C,7D","6H,8H,9H",bet,108.211196899414,1
"7C,7D","6S,KD,KS",raise,82.0255966186523,1
"7C,7D","7H,8H,JH",raise,105.307197570801,2
"7C,7D","8C,KH,QS",call,19.2367992401123,1
"7C,7D","8D,KH,TS",fold,14.1663999557495,1
"7C,7D","9C,9D,JC",fold,20.0447998046875,1
"7C,7H","2C,2H,JS",call,20.2816009521484,3
"7C,7H","2C,3S,8S",call,8.04800033569336,1
"7C,7H","2C,4D,4S",call,16.3584003448486,1
"7C,7H","2C,8S,9H",bet,48.0256004333496,1
"7C,7H","2D,AH,TD",bet,120,1
"7C,7H","2H,6H,9D",call,21.1287994384766,2
"7C,7H","2S,4S,9H",call,8.16959953308105,2
"7C,7H","3C,5C,8C",raise,123.261001586914,1
"7C,7H","3C,AD,JS",call,14.2368001937866,1
"7C,7H","3D,6S,KH",call,14.1792001724243,1
"7C,7H","3D,8D,AC",bet,75.2048034667969,1
"7C,7H","3H,9D,JS",check,72.1024017333984,1
"7C,7H","3S,5D,8D",call,4.00540018081665,1
"7C,7H","4C,4D,6C",call,34.2047996520996,1
"7C,7H","4C,6D,KH",call,112.00959777832,1
"7C,7H","4D,6H,AS",allin,123.24520111084,1
"7C,7H","4H,7S,QS",bet,105.076797485352,1
"7C,7H","4S,8S,KC",raise,110.019203186035,1
"7C,7H","4S,AH,KC",bet,69.0031967163086,1
"7C,7H","4S,JC,JH",bet,6.03380012512207,1
"7C,7H","5H,AS,QC",raise,8.11999988555908,1
"7C,7H","5H,JH,KH",allin,82.0255966186523,1
"7C,7H","5S,6D,JD",call,111.038398742676,1
"7C,7H","6H,9H,QD",call,123.318397521973,1
"7C,7H","6S,9C,9H",call,90.1024017333984,1
"7C,7H","6S,9C,TH",bet,291.025604248047,1
"7C,7H","9S,KH,QC",fold,31.2047996520996,1
"7C,7H","AH,AS,JS",bet,93.0255966186523,1
"7C,7H","JC,JD,KS",call,192,1
"7C,7H","JC,JS,QS",call,59.2047996520996,1
"7C,7S","2C,3S,7D",call,285.000091552734,1
"7C,7S","2H,4H,JH",fold,14.1568002700806,1
"7C,7S","2S,3H,8D",call,58.0032005310059,1
"7C,7S","2S,JD,JH",bet,14.1792001724243,1
"7C,7S","3C,5H,AH",bet,117,1
"7C,7S","3C,8D,TD",call,46.2047996520996,1
"7C,7S","3D,5C,KD",bet,74.0031967163086,1
"7C,7S","3S,4C,9D",call,14.2368001937866,1
"7C,7S","4C,5D,6S",bet,70.2048034667969,1
"7C,7S","4C,5H,JD",call,14.1344003677368,1
"7C,7S","4D,5D,TD",bet,46.2047996520996,1
"7C,7S","4D,5S,6D",call,99.0016021728516,1
"7C,7S","4D,6H,JH",bet,119,1
"7C,7S","4D,8D,8H",call,114,1
"7C,7S","4D,JD,QD",fold,44.2047996520996,1
"7C,7S","4S,9C,KD",call,89.1024017333984,1
"7C,7S","6C,9C,9D",fold,49.0512008666992,1
"7C,7S","6D,8C,JS",call,112.076797485352,1
"7C,7S","6D,9C,KS",call,14.3135995864868,3
"7C,7S","6S,7D,JC",bet,118,1
"7C,7S","6S,9H,TD",allin,123.122398376465,1
"7C,7S","7H,QH,TS",call,193,1
"7C,7S","8S,QD,TS",raise,50.0512008666992,1
"7C,8C","2C,3S,AH",fold,8.12919998168945,1
"7C,8C","2D,5D,QS",fold,18.0559997558594,1
"7C,8C","2H,3C,9C",check,123.113700866699,1
"7C,8C","2H,6D,8S",call,29.1023998260498,1
"7C,8C","2S,8H,JH",bet,15.0279998779297,1
"7C,8C","2S,AC,TH",call,40.2047996520996,1
"7C,8C","3D,3S,7D",bet,96.1024017333984,1
"7C,8C","3D,5C,AH",bet,19.2096004486084,1
"7C,8C","3D,5H,6S",bet,123.023399353027,1
"7C,8C","3S,5H,TS",call,98.0128021240234,1
"7C,8C","4C,4S,7S",call,63.0127983093262,1
"7C,8C","4C,8H,8S",call,258,1
"7C,8C","4D,AD,JS",check,263,1
"7C,8C","4H,5S,9H",raise,61.0032005310059,2
"7C,8C","4H,6D,KD",call,16.2208003997803,1
"7C,8C","5D,AC,QH",call,17.1567993164063,1
"7C,8C","5H,8D,8S",call,122,1
"7C,8C","6C,7H,TC",bet,107.307197570801,1
"7C,8C","6H,AD,QH",fold,20.2816009521484,1
"7C,8C","6H,JH,QS",call,109.10880279541,1
"7C,8C","7S,8H,JC",allin,42.2047996520996,1
"7C,8C","9D,AC,QC",fold,79.0008010864258,1
"7C,8C","AD,JC,TH",fold,123.115501403809,1
"7C,8D","2C,6D,AH",bet,42.2047996520996,1
"7C,8D","2C,6D,TD",fold,19.2240009307861,1
"7C,8D","2D,9D,QC",call,20.0783996582031,1
"7C,8D","2H,3C,4D",call,10.3584003448486,1
"7C,8D","2H,5S,9D",bet,21.0671997070313,1
"7C,8D","2S,5D,TC",bet,12.0352001190186,1
"7C,8D","3C,3D,KH",bet,16.17919921875,1
"7C,8D","3C,7D,9D",call,46.0008010864258,1
"7C,8D","3D,4D,8S",allin,106.008003234863,1
"7C,8D","3H,7D,QD",fold,269,1
"7C,8D","3H,KS,QC",bet,121,1
"7C,8D","3S,6D,QC",bet,112.076797485352,1
"7C,8D","4C,5C,6C",raise,14.0704002380371,1
"7C,8D","4C,TD,TS",fold,201,1
"7C,8D","4D,5S,TC",call,33.0032005310059,2
"7C,8D","4D,6S,7S",bet,41.1024017333984,1
"7C,8D","4S,6C,JS",bet,12.1568002700806,1
"7C,8D","5D,9D,QC",call,67.2048034667969,1
"7C,8D","6C,9C,TD",call,206,1
"7C,8D","6D,AH,TD",call,14.2208003997803,1
"7C,8D","7D,8C,9S",fold,49.0015983581543,1
"7C,8D","8C,AC,JH",call,13.1120004653931,1
"7C,8D","8S,AC,KH",call,15.3087997436523,1
"7C,8D","9C,AH,QH",fold,8.07359981536865,1
"7C,8D","KD,KH,QH",call,29.1023998260498,1
"7C,8H","2C,3S,TC",bet,18.017599105835,1
"7C,8H","2C,5D,KS",fold,36.2047996520996,1
"7C,8H","2C,AS,KH",bet,13.0304002761841,1
"7C,8H","2D,8D,AH",fold,16.0522003173828,1
"7C,8H","2H,5S,AS",fold,151,1
"7C,8H","2S,KD,QC",fold,7.06879997253418,1
"7C,8H","3C,6S,8D",bet,85.0031967163086,1
"7C,8H","3H,7S,JH",check,78.0128021240234,1
"7C,8H","4C,9C,TS",call,20.0648002624512,1
"7C,8H","4D,5H,TH",call,119,1
"7C,8H","4D,5S,JD",call,6.04239988327026,1
"7C,8H","4S,KC,QS",check,19.2143993377686,1
"7C,8H","5D,JC,KD",bet,15.0087995529175,1
"7C,8H","6C,AD,TC",fold,123.066497802734,1
"7C,8H","6D,7D,9H",call,109.255996704102,1
"7C,8H","6H,9C,TD",raise,11.089599609375,1
"7C,8H","7D,KC,KD",call,10.3584003448486,1
"7C,8H","8C,9S,TD",call,57.2047996520996,1
"7C,8H","8C,AC,KC",fold,7.07880020141602,1
"7C,8H","8D,JS,TH",check,106.076797485352,1
"7C,8H","9C,KH,TC",fold,68.0255966186523,1
"7C,8H","JD,QC,TS",call,7.04559993743896,1
"7C,8S","2D,3H,8D",call,80.0255966186523,1
"7C,8S","2D,4C,9S",call,11.0559997558594,1
"7C,8S","2D,AD,JC",call,12.3199996948242,1
"7C,8S","2H,6S,KD",fold,20.0055999755859,1
"7C,8S","3C,4D,7D",check,8.07919979095459,1
"7C,8S","3C,7D,7S",bet,14.1155996322632,1
"7C,8S","3D,4D,JH",fold,91.1024017333984,1
"7C,8S","3D,7S,KD",bet,100.038398742676,1
"7C,8S","4C,AD,TC",call,21.017599105835,2
"7C,8S","4D,7D,QC",bet,15.2815999984741,1
"7C,8S","4S,5H,TH",call,8.0802001953125,1
"7C,8S","4S,JH,QH",call,15.089599609375,1
"7C,8S","5C,6D,QS",call,8.15559959411621,1
"7C,8S","5C,7S,9C",call,19.2367992401123,1
"7C,8S","5S,6H,KD",call,12.2687997817993,1
"7C,8S","6C,7S,8D",call,15.332799911499,1
"7C,8S","6C,9S,KS",bet,176,1
"7C,8S","6D,KC,KS",fold,101.028800964355,1
"7C,8S","7D,JD,TD",call,13.0164003372192,1
"7C,8S","7H,8D,KH",raise,48.1024017333984,1
"7C,8S","7S,JC,TH",fold,12.3584003448486,1
"7C,8S","8C,9S,JD",call,123.33519744873,1
"7C,8S","8D,JD,QD",call,100.307197570801,1
"7C,8S","9H,KC,KD",fold,92.1024017333984,1
"7C,8S","AD,KS,QC",fold,8.18560028076172,1
"7C,8S","JC,KS,QC",call,247,1
"7C,9C","2C,9D,JH",call,13.1344003677368,1
"7C,9C","2C,9D,QD",call,10.131199836731,1
"7C,9C","2C,KH,QH",call,193,1
"7C,9C","2D,2S,QH",call,94.0008010864258,1
"7C,9C","2D,3D,4S",call,6.01140022277832,1
"7C,9C","2D,4S,JD",fold,12.2368001937866,1
"7C,9C","2H,4D,QS",fold,6.01200008392334,1
"7C,9C","3H,QS,TS",bet,19.0207996368408,1
"7C,9C","3S,4D,6D",bet,6.03399991989136,1
"7C,9C","3S,7S,QS",bet,213,1
"7C,9C","3S,AD,AH",call,112.028800964355,1
"7C,9C","4C,4S,JS",fold,11.089599609375,1
"7C,9C","4C,JC,TC",raise,99.0128021240234,1
"7C,9C","4D,7H,TD",fold,20.0400009155273,1
