Cards,Board,Action,AverageRank,Count
"2C,2D","",allin,63.3461335500081,3
"2C,2H","",allin,127,1
"2C,2S","",allin,100.127998352051,1
"2C,3C","",call,53.0710881673373,26
"2C,3D","",call,42.6121759641738,21
"2C,3H","",allin,68.0031967163086,1
"2C,3S","",bet,98.0128021240234,1
"2C,4C","",call,64.8494546951786,31
"2C,4D","",allin,114,1
"2C,4H","",allin,119.5,2
"2C,4S","",call,39.2836502492428,16
"2C,5C","",call,58.8624247312546,16
"2C,5D","",call,54.0486610868703,23
"2C,5H","",call,56.9069292685565,17
"2C,5S","",raise,100.208000183105,1
"2C,6C","",call,50.8003782166375,18
"2C,6D","",call,60.8835918108622,24
"2C,6H","",fold,41.6805230379105,26
"2C,6S","",call,55.8764850139618,20
"2C,7C","",allin,123.207397460938,1
"2C,7D","",bet,100.076797485352,1
"2C,7H","",call,66.6791321550097,28
"2C,7S","",fold,37.5631416042646,24
"2C,8C","",call,55.5902442169189,25
"2C,8D","",allin,196,1
"2C,8H","",call,46.6033954837106,22
"2C,8S","",fold,43.647482747617,23
"2C,9C","",allin,123.033798217773,1
"2C,9D","",bet,69.1024017333984,1
"2C,9H","",fold,49.4214200973511,20
"2C,9S","",call,58.7625996416265,22
"2C,AC","",raise,107.205596923828,1
"2C,AD","",call,68.5759997512355,33
"2C,AH","",call,52.304030158303,33
"2C,AS","",allin,60.0127983093262,1
"2C,JC","",allin,123.080101013184,1
"2C,JD","",call,71.9274181452664,22
"2C,JH","",bet,123.282501220703,1
"2C,JS","",allin,123.048400878906,1
"2C,KC","",allin,136,1
"2C,KD","",call,59.5444048968228,22
"2C,KH","",fold,72.1011541806734,13
"2C,KS","",call,52.7379822523698,23
"2C,QC","",raise,120.15779876709,2
"2C,QD","",bet,123.261001586914,1
"2C,QH","",raise,122,1
"2C,QS","",fold,56.5378998756409,20
"2C,TC","",raise,77.2048034667969,1
"2C,TD","",allin,144.564793586731,2
"2C,TH","",call,57.2024375200272,16
"2C,TS","",call,54.1269917488098,24
"2D,2H","",allin,100.026397705078,1
"2D,2S","",raise,100.10880279541,1
"2D,3C","",fold,43.1658574285961,21
"2D,3D","",allin,114,1
"2D,3H","",bet,116,2
"2D,3S","",allin,101.052001953125,1
"2D,4C","",bet,119,1
"2D,4D","",allin,114,1
"2D,4H","",raise,80.4581343332926,3
"2D,4S","",call,57.1950073735467,29
"2D,5C","",call,58.8547875136137,32
"2D,5D","",call,80.0738747119904,16
"2D,5H","",fold,53.4261865408524,23
"2D,5S","",call,64.7903853416443,20
"2D,6C","",call,69.7676402409871,15
"2D,6D","",fold,62.8225865704673,14
"2D,6H","",call,63.9942224997061,27
"2D,6S","",allin,100.038398742676,1
"2D,7C","",call,57.4589584995719,34
"2D,7D","",call,64.1055306593577,30
"2D,7H","",call,31.6063124537468,16
"2D,7S","",allin,123.105400085449,1
"2D,8C","",call,69.6350959280263,23
"2D,8D","",fold,68.6724294213688,17
"2D,8H","",bet,96.1024017333984,1
"2D,8S","",raise,116,1
"2D,9C","",call,64.5030711264837,21
"2D,9D","",call,54.070666525099,9
"2D,9H","",allin,130,1
"2D,9S","",allin,121,1
"2D,AC","",call,55.4438332981534,27
"2D,AD","",raise,112.013603210449,1
"2D,AH","",allin,107.807998657227,3
"2D,AS","",bet,109.208000183105,1
"2D,JC","",call,85.7991568938546,23
"2D,JD","",call,55.1030461788177,26
"2D,JH","",raise,122,1
"2D,JS","",call,68.3550814169425,27
"2D,KC","",raise,69.2048034667969,1
"2D,KD","",allin,171.006401062012,2
"2D,KH","",fold,54.6973946094513,18
"2D,KS","",allin,123.130500793457,1
"2D,QC","",call,47.3037499189377,24
"2D,QD","",allin,120,1
"2D,QH","",fold,44.2559700250626,20
"2D,QS","",call,50.1359521102905,25
"2D,TC","",call,66.2716224988302,27
"2D,TD","",allin,100.115196228027,1
"2D,TH","",call,33.7271285738264,14
"2D,TS","",call,40.6517384785872,26
"2H,2S","",allin,135,1
"2H,3C","",call,45.2380488494347,29
"2H,3D","",call,77.3601005673409,16
"2H,3H","",bet,115,1
"2H,3S","",call,63.119023771847,17
"2H,4C","",fold,56.3802556991577,29
"2H,4D","",allin,68.0511999130249,2
"2H,4H","",fold,45.0120924069331,26
"2H,4S","",call,74.4716690778732,16
"2H,5C","",fold,46.78766645704,21
"2H,5D","",raise,72.9084197998047,5
"2H,5H","",fold,58.2468841992892,26
"2H,5S","",fold,57.139194095836,34
"2H,6C","",raise,96.0512008666992,1
"2H,6D","",call,44.3901357650757,14
"2H,6H","",call,48.9887194497245,35
"2H,6S","",fold,40.5468692779541,23
"2H,7C","",call,38.3372072996917,27
"2H,7D","",call,60.6282817450437,22
"2H,7H","",call,49.3323964436849,30
"2H,7S","",fold,72.2604533496656,19
"2H,8C","",fold,46.0833330353101,24
"2H,8D","",call,56.2651692903959,13
"2H,8H","",allin,113,1
"2H,8S","",call,65.0508105278015,20
"2H,9C","",call,73.2080994844437,16
"2H,9D","",allin,130,1
"2H,9H","",allin,118.529800415039,2
"2H,9S","",fold,50.445826302404,23
"2H,AC","",call,61.4454143129546,29
"2H,AD","",allin,89.1024017333984,1
"2H,AH","",bet,123.326400756836,1
"2H,AS","",allin,88.0064010620117,1
"2H,JC","",bet,105.054397583008,1
"2H,JD","",bet,122,1
"2H,JH","",allin,104.64400100708,2
"2H,JS","",call,59.4519000053406,28
"2H,KC","",fold,66.6594634307058,19
"2H,KD","",allin,100.115196228027,1
"2H,KH","",raise,91.5016002655029,2
"2H,KS","",raise,74.1088008880615,2
"2H,QC","",call,66.2415485671072,33
"2H,QD","",fold,62.2906591751996,17
"2H,QH","",fold,58.0891549370506,11
"2H,QS","",raise,107.064002990723,1
"2H,TC","",fold,51.1878314840383,29
"2H,TD","",bet,113,1
"2H,TH","",allin,75.0003967285156,1
"2H,TS","",call,60.2923802057902,15
"2S,3C","",call,49.973016500473,12
"2S,3D","",call,53.6918717793056,14
"2S,3H","",call,56.4063003063202,8
"2S,3S","",bet,79.0128021240234,1
"2S,4C","",allin,125,1
"2S,4D","",fold,44.6289402723312,20
"2S,4H","",call,54.5202368435107,19
"2S,4S","",call,50.8789345807043,29
"2S,5C","",bet,123.224098205566,1
"2S,5D","",call,57.918029555568,27
"2S,5H","",fold,63.0580466588338,15
"2S,5S","",bet,123.097875595093,4
"2S,6C","",raise,97.0128021240234,2
"2S,6D","",bet,71.5031995773315,2
"2S,6H","",raise,62.0127983093262,1
"2S,6S","",allin,123.08080291748,1
"2S,7C","",call,45.2089945140638,19
"2S,7D","",call,35.0713303607443,23
"2S,7H","",call,68.8970113595327,18
"2S,7S","",fold,63.5534103293168,19
"2S,8C","",call,96.7596257030964,16
"2S,8D","",fold,67.6376448207431,18
"2S,8H","",allin,117,1
"2S,8S","",raise,100.230400085449,1
"2S,9C","",call,47.5053525198074,21
"2S,9D","",call,58.6257684356288,19
"2S,9H","",fold,35.608072606,22
"2S,9S","",bet,98.4218673706055,3
"2S,AC","",allin,98.1543998718262,2
"2S,AD","",allin,292.012786865234,1
"2S,AH","",allin,112.01439666748,1
"2S,AS","",fold,66.4469001293182,12
"2S,JC","",call,63.9742861287347,29
"2S,JD","",allin,122.118801116943,2
"2S,JH","",fold,47.232448204704,23
"2S,JS","",raise,107.205596923828,1
"2S,KC","",allin,77.2048034667969,1
"2S,KD","",allin,77.0064010620117,1
"2S,KH","",call,55.4620969706568,29
"2S,KS","",fold,53.1447661717733,12
"2S,QC","",raise,120,1
"2S,QD","",fold,38.1311384347769,13
"2S,QH","",allin,67.0255966186523,1
"2S,QS","",call,67.7556626796722,32
"2S,TC","",bet,96.1024017333984,1
"2S,TD","",raise,187,1
"2S,TH","",fold,47.1131878693899,24
"2S,TS","",fold,42.8355998595556,12
"3C,3D","",raise,101.307197570801,2
"3C,3H","",bet,104.10239982605,2
"3C,3S","",call,69.2352939374519,33
"3C,4C","",fold,90.9374792199386,19
"3C,4D","",bet,81.0512008666992,1
"3C,4H","",allin,113,1
"3C,4S","",fold,47.5572347640991,26
"3C,5C","",raise,123.237602233887,1
"3C,5D","",call,79.6287055768465,19
"3C,5H","",fold,51.3361573628017,35
"3C,5S","",raise,69.653600692749,2
"3C,6C","",call,45.6685250004133,24
"3C,6D","",allin,104.003402709961,1
"3C,6H","",bet,115,2
"3C,6S","",call,53.4777065515518,16
"3C,7C","",call,81.0614914894104,22
"3C,7D","",raise,118,1
"3C,7H","",fold,43.9446087750522,22
"3C,7S","",call,77.9454994797707,16
"3C,8C","",fold,58.6061628758907,32
"3C,8D","",call,59.4189651152667,17
"3C,8H","",call,143.770085879735,7
"3C,8S","",fold,43.1907964774541,28
"3C,9C","",bet,142,1
"3C,9D","",call,62.2714158610294,19
"3C,9H","",bet,45.5293979644775,2
"3C,9S","",call,45.9063001738654,18
"3C,AC","",raise,69.2048034667969,1
"3C,AD","",bet,48.2047996520996,1
"3C,AH","",bet,90.0512008666992,1
"3C,AS","",bet,123.040496826172,1
"3C,JC","",raise,123.132102966309,1
"3C,JD","",call,52.699536670338,22
"3C,JH","",call,39.5720934391022,30
"3C,JS","",allin,120,1
"3C,KC","",allin,123.15470123291,1
"3C,KD","",call,37.1479352772236,40
"3C,KH","",raise,71.2105979919434,2
"3C,KS","",call,46.5340344802193,23
"3C,QC","",call,48.8559290340969,35
"3C,QD","",call,38.999958334298,29
"3C,QH","",allin,71.5016021728516,2
"3C,QS","",fold,45.6555695350354,26
"3C,TC","",call,52.073053751673,28
"3C,TD","",call,65.387259090648,17
"3C,TH","",call,43.2720266342163,15
"3C,TS","",bet,107.217597961426,1
"3D,3H","",allin,146,1
"3D,3S","",allin,101.129600524902,2
"3D,4C","",call,53.079904369686,23
"3D,4D","",allin,101.255996704102,1
"3D,4H","",call,60.7268456545743,33
"3D,4S","",call,66.9330098061335,21
"3D,5C","",call,64.7085410847383,17
"3D,5D","",bet,163,1
"3D,5H","",call,44.7896348911783,23
"3D,5S","",call,72.8488848549979,14
"3D,6C","",call,59.8782464174124,26
"3D,6D","",fold,57.7659752070904,16
"3D,6H","",raise,115,1
"3D,6S","",allin,123.313903808594,1
"3D,7C","",raise,117,1
"3D,7D","",fold,38.5530181798068,22
"3D,7H","",fold,38.9735476845189,19
"3D,7S","",call,69.4737849602332,13
"3D,8C","",fold,65.6389498591423,20
"3D,8D","",call,63.2421394189199,18
"3D,8H","",allin,89.0128021240234,1
"3D,8S","",bet,251,2
"3D,9C","",fold,43.9486500382423,20
"3D,9D","",call,58.431120912234,24
"3D,9H","",allin,126.501600265503,2
"3D,9S","",call,67.9503251314163,16
"3D,AC","",fold,55.0301747322083,16
"3D,AD","",allin,168.420900980632,3
"3D,AH","",allin,92.1024017333984,1
"3D,AS","",call,58.1646161460876,25
"3D,JC","",raise,55.7825342814128,3
"3D,JD","",bet,122.697667439779,3
"3D,JH","",call,39.6034089651975,22
"3D,JS","",call,76.1522803783417,20
"3D,KC","",allin,69.1056022644043,2
"3D,KD","",raise,274,1
"3D,KH","",fold,53.2472733584317,11
"3D,KS","",call,51.5975253714455,36
"3D,QC","",allin,101.255996704102,1
"3D,QD","",allin,123.160301208496,1
"3D,QH","",call,74.2015901520139,21
"3D,QS","",bet,114,1
"3D,TC","",call,50.3933842056676,19
"3D,TD","",bet,143,1
"3D,TH","",allin,123.32080078125,1
"3D,TS","",bet,221,1
"3H,3S","",bet,101.116481018066,5
"3H,4C","",fold,46.2238331370883,18
"3H,4D","",call,37.926409851421,22
"3H,4H","",allin,123.083503723145,1
"3H,4S","",bet,115,1
"3H,5C","",call,49.849086498392,29
"3H,5D","",fold,61.2060394287109,23
"3H,5H","",allin,149,1
"3H,5S","",call,49.1642431531634,14
"3H,6C","",call,76.5370335976283,24
"3H,6D","",call,62.7421241906973,13
"3H,6H","",fold,54.1835606314919,33
"3H,6S","",fold,52.6758995737348,14
"3H,7C","",allin,101.130397796631,2
"3H,7D","",fold,54.7021171906415,17
"3H,7H","",call,44.3748164792215,31
"3H,7S","",allin,123.034599304199,1
"3H,8C","",fold,42.3250124454498,16
"3H,8D","",call,46.9190574373518,28
"3H,8H","",bet,114,1
"3H,8S","",fold,65.1004964907964,24
"3H,9C","",call,48.571919465065,20
"3H,9D","",allin,107.027198791504,1
"3H,9H","",call,66.8048798561096,20
"3H,9S","",fold,54.0115391991355,33
"3H,AC","",fold,63.5221084448007,13
"3H,AD","",raise,58.0064010620117,1
"3H,AH","",raise,141.041600227356,4
"3H,AS","",allin,96.1024017333984,1
"3H,JC","",call,61.4582206791845,29
"3H,JD","",raise,111.003398895264,2
"3H,JH","",allin,121.5,2
"3H,JS","",bet,101.127998352051,1
"3H,KC","",allin,51.0624008178711,2
"3H,KD","",allin,111.052803039551,1
"3H,KH","",call,60.7936231173002,26
"3H,KS","",call,54.0585820024664,22
"3H,QC","",fold,43.4859201908112,20
"3H,QD","",bet,74.0031967163086,1
"3H,QH","",allin,95.5516471862793,2
"3H,QS","",fold,47.1546939849854,15
"3H,TC","",raise,272,1
"3H,TD","",call,58.7781569344657,35
"3H,TH","",call,61.0757878001143,41
"3H,TS","",call,51.6903999646505,12
"3S,4C","",fold,46.0531616210938,26
"3S,4D","",raise,109.054397583008,1
"3S,4H","",call,80.3562372702139,27
"3S,4S","",call,78.3759198188782,20
"3S,5C","",fold,38.3175110640349,27
"3S,5D","",raise,246,1
"3S,5H","",call,37.2531232100267,13
"3S,5S","",fold,75.5474596376772,27
"3S,6C","",bet,68.1024017333984,1
"3S,6D","",allin,114,1
"3S,6H","",call,62.4760886563195,18
"3S,6S","",call,73.4354636001587,25
"3S,7C","",allin,75.0063991546631,2
"3S,7D","",raise,123.321800231934,1
"3S,7H","",allin,141,1
"3S,7S","",call,65.1937299811322,23
"3S,8C","",allin,141,1
"3S,8D","",fold,54.5477872931439,23
"3S,8H","",fold,41.5946747859319,24
"3S,8S","",allin,123.055099487305,1
"3S,9C","",call,69.6136757587564,29
"3S,9D","",fold,67.1228234347175,17
"3S,9H","",raise,189,1
"3S,9S","",allin,123.136299133301,2
"3S,AC","",call,41.2133799870809,30
"3S,AD","",allin,281.204803466797,1
"3S,AH","",raise,57.3680007457733,4
"3S,AS","",bet,89.0128021240234,1
"3S,JC","",call,44.6676158905029,31
"3S,JD","",bet,67.6104001998901,2
"3S,JH","",raise,122,1
"3S,JS","",raise,112.165397644043,3
"3S,KC","",fold,43.6336158200314,19
"3S,KD","",raise,167.009599685669,4
"3S,KH","",call,41.9326294064522,24
"3S,KS","",raise,123.108100891113,1
"3S,QC","",call,58.8939283180237,25
"3S,QD","",call,56.0750599225362,30
"3S,QH","",allin,123.160499572754,1
"3S,QS","",call,68.0504919604251,38
"3S,TC","",allin,223,1
"3S,TD","",allin,205.613048553467,2
"3S,TH","",allin,101.01439666748,1
"3S,TS","",bet,123.282402038574,1
"4C,4D","",raise,198,1
"4C,4H","",raise,80.0031967163086,1
"4C,4S","",bet,107.021334330241,3
"4C,5C","",call,57.6451556947496,18
"4C,5D","",call,49.5401555167304,18
"4C,5H","",bet,116,1
"4C,5S","",fold,43.5725669331021,18
"4C,6C","",raise,123.066802978516,1
"4C,6D","",call,58.4359365376559,22
"4C,6H","",fold,48.7319295546588,17
"4C,6S","",allin,115,1
"4C,7C","",fold,53.4988955207493,23
"4C,7D","",raise,102.057601928711,1
"4C,7H","",call,57.8218306761522,13
"4C,7S","",bet,102.255996704102,3
"4C,8C","",raise,62.0127983093262,1
"4C,8D","",call,81.2940380686805,21
"4C,8H","",fold,53.6374139785767,29
"4C,8S","",allin,69.5264015197754,2
"4C,9C","",raise,198,1
"4C,9D","",call,55.7684322547913,25
"4C,9H","",call,76.5508147968965,34
"4C,9S","",call,36.5333940386772,16
"4C,AC","",bet,95.4872328440348,3
"4C,AD","",bet,90.0512008666992,1
"4C,AH","",call,62.5484208193692,33
"4C,AS","",call,44.4496426726833,33
"4C,JC","",raise,66.8472986221313,2
"4C,JD","",call,50.9253846315237,13
"4C,JH","",call,53.1324889571578,27
"4C,JS","",bet,156,1
"4C,KC","",allin,102.487864176432,3
"4C,KD","",call,71.9244854790824,28
"4C,KH","",call,42.4023927790778,28
"4C,KS","",call,58.1380289863138,34
"4C,QC","",bet,70.5055999755859,2
"4C,QD","",fold,44.8304641723633,25
"4C,QH","",allin,116,1
"4C,QS","",call,56.0690262192174,38
"4C,TC","",call,80.5901994506518,24
"4C,TD","",fold,59.812842686971,21
"4C,TH","",raise,54.3674672444661,3
"4C,TS","",call,57.5037245586001,29
"4D,4H","",allin,76.0004005432129,2
"4D,4S","",allin,60.0127983093262,1
"4D,5C","",bet,113,1
"4D,5D","",call,62.9885263192026,19
"4D,5H","",call,76.9867447747125,18
"4D,5S","",raise,123.321800231934,1
"4D,6C","",fold,50.6945303834003,23
"4D,6D","",allin,115,1
"4D,6H","",call,78.964056287493,21
"4D,6S","",call,53.9440401554108,20
"4D,7C","",call,44.2267518207945,29
"4D,7D","",call,43.1258812208433,37
"4D,7H","",call,54.037488910887,18
"4D,7S","",allin,152,1
"4D,8C","",call,66.1735005378723,18
"4D,8D","",fold,59.5024593025446,32
"4D,8H","",fold,37.7162232949184,26
"4D,8S","",raise,110.028800964355,1
"4D,9C","",call,58.4095159580833,19
"4D,9D","",call,64.2678100651708,29
"4D,9H","",bet,118,1
"4D,9S","",fold,62.0381645202637,20
"4D,AC","",call,75.1935255459377,35
"4D,AD","",call,51.2378148743601,33
"4D,AH","",raise,94.0512008666992,1
"4D,AS","",allin,90.1024017333984,1
"4D,JC","",raise,84.7093353271484,3
"4D,JD","",call,61.7575397109985,25
"4D,JH","",allin,79.0255966186523,1
"4D,JS","",allin,102.127998352051,1
"4D,KC","",bet,174,1
"4D,KD","",bet,198,3
"4D,KH","",fold,54.0974297243006,17
"4D,KS","",bet,54.5586013793945,2
"4D,QC","",call,65.2069897149739,19
"4D,QD","",allin,116.535549163818,2
"4D,QH","",fold,52.2319492101669,16
"4D,QS","",call,45.7326691334064,26
"4D,TC","",raise,101.028800964355,1
"4D,TD","",bet,108.307197570801,2
"4D,TH","",call,57.8200063397807,31
"4D,TS","",call,47.1372924951407,13
"4H,4S","",fold,45.9330871582031,15
"4H,5C","",call,39.2001570292882,28
"4H,5D","",call,112.891210529539,18
"4H,5H","",allin,103.015998840332,1
"4H,5S","",fold,49.6568140983582,14
"4H,6C","",raise,84.0256017049154,3
"4H,6D","",allin,115,1
"4H,6H","",bet,62.5531997680664,2
"4H,6S","",raise,133,1
"4H,7C","",fold,68.5610539913177,24
"4H,7D","",allin,83.6890678405762,3
"4H,7H","",call,70.8052586667678,17
"4H,7S","",call,73.6012573696318,21
"4H,8C","",allin,116,1
"4H,8D","",allin,150,1
"4H,8H","",call,67.3513001311909,22
"4H,8S","",call,50.7072663148244,30
"4H,9C","",allin,118,1
"4H,9D","",call,56.2489421027047,14
"4H,9H","",allin,123.035400390625,1
"4H,9S","",fold,51.2687804222107,20
"4H,AC","",allin,282.204803466797,1
"4H,AD","",allin,89.0255966186523,1
"4H,AH","",bet,123.359397888184,1
"4H,AS","",raise,106.729600270589,3
"4H,JC","",call,41.1233429057258,28
"4H,JD","",allin,60.1024017333984,1
"4H,JH","",fold,70.3911161820094,12
"4H,JS","",bet,130,1
"4H,KC","",allin,128.035199483236,3
"4H,KD","",allin,207.5,2
"4H,KH","",raise,53.6328999996185,2
"4H,KS","",call,64.2813925009507,26
"4H,QC","",allin,110.103996276855,1
"4H,QD","",call,48.7065807004129,31
"4H,QH","",bet,90.0512008666992,1
"4H,QS","",call,80.5172819224271,22
"4H,TC","",bet,251,1
"4H,TD","",fold,50.3923233350118,30
"4H,TH","",allin,149,1
"4H,TS","",raise,150,1
"4S,5C","",allin,116,1
"4S,5D","",allin,103.208000183105,1
"4S,5H","",fold,52.5587733268738,15
"4S,5S","",fold,65.6240911772757,33
"4S,6C","",call,51.3291337887446,24
"4S,6D","",raise,54.6041011810303,2
"4S,6H","",fold,50.9729525475275,21
"4S,6S","",fold,71.5301288020226,31
"4S,7C","",fold,49.4693390793271,18
"4S,7D","",call,51.7851524914012,17
"4S,7H","",fold,59.43425262542,21
"4S,7S","",call,58.0576549443332,22
"4S,8C","",allin,56.0512008666992,1
"4S,8D","",call,53.562337487936,16
"4S,8H","",bet,123.282501220703,1
"4S,8S","",raise,106.153602600098,1
"4S,9C","",fold,52.0490198373795,20
"4S,9D","",call,73.004625749588,20
"4S,9H","",call,64.5443557633294,18
"4S,9S","",allin,84.1332988739014,2
"4S,AC","",bet,113,1
"4S,AD","",allin,105.506401062012,2
"4S,AH","",fold,80.8151148387364,14
"4S,AS","",allin,165.408732096354,3
"4S,JC","",raise,61.0032005310059,1
"4S,JD","",allin,113,1
"4S,JH","",raise,120,1
"4S,JS","",raise,94.5671997070313,2
"4S,KC","",raise,112.71240234375,2
"4S,KD","",raise,122,1
"4S,KH","",allin,102.153602600098,1
"4S,KS","",call,76.9296398740826,33
"4S,QC","",allin,121,1
"4S,QD","",call,60.635761646124,26
"4S,QH","",call,54.5188000996908,24
"4S,QS","",call,70.8589719363621,28
"4S,TC","",call,59.8359996851753,17
"4S,TD","",bet,78.0128021240234,1
"4S,TH","",fold,76.2784500772303,22
"4S,TS","",call,73.3309505780538,24
"5C,5D","",raise,168,1
"5C,5H","",allin,162,1
"5C,5S","",allin,123.078796386719,1
"5C,6C","",raise,289.051208496094,1
"5C,6D","",allin,114,2
"5C,6H","",call,57.8958543864163,22
"5C,6S","",bet,66.2048034667969,1
"5C,7C","",allin,154.5,2
"5C,7D","",fold,52.5022207561292,19
"5C,7H","",allin,99.0512008666992,2
"5C,7S","",raise,67.1024017333984,1
"5C,8C","",allin,64.0003967285156,1
"5C,8D","",call,39.5224895477295,19
"5C,8H","",raise,122,1
"5C,8S","",allin,110.555200099945,2
"5C,9C","",call,46.5406962541433,26
"5C,9D","",call,40.1857969601949,30
"5C,9H","",call,52.1157589665166,27
"5C,9S","",allin,65.0512008666992,1
"5C,AC","",allin,91.0128021240234,1
"5C,AD","",bet,88.7349332173665,3
"5C,AH","",raise,87.4064013163249,3
"5C,AS","",allin,123.282203674316,1
"5C,JC","",call,68.8541391206824,23
"5C,JD","",call,78.7644851775396,21
"5C,JH","",allin,109.307197570801,1
"5C,JS","",call,59.8283696810404,30
"5C,KC","",allin,80.0031967163086,1
"5C,KD","",raise,266,1
"5C,KH","",raise,122,1
"5C,KS","",bet,98.0128021240234,1
"5C,QC","",bet,247,1
"5C,QD","",allin,114,1
"5C,QH","",allin,71.2048034667969,1
"5C,QS","",allin,70.0128021240234,1
"5C,TC","",bet,113,1
"5C,TD","",bet,46.0127983093262,1
"5C,TH","",allin,203,1
"5C,TS","",fold,49.1232327024142,24
"5D,5H","",bet,131.45572980245,3
"5D,5S","",raise,99.6552000045776,2
"5D,6C","",call,54.9877186275664,21
"5D,6D","",bet,113.783798217773,2
"5D,6H","",allin,116,1
"5D,6S","",allin,65.0577998161316,2
"5D,7C","",call,54.9341907024384,20
"5D,7D","",raise,114,1
"5D,7H","",call,40.4807361221313,25
"5D,7S","",call,62.4188051753574,18
"5D,8C","",raise,119,2
"5D,8D","",raise,84.8210980097453,3
"5D,8H","",call,56.069370174408,20
"5D,8S","",fold,38.9732930413608,29
"5D,9C","",bet,199,1
"5D,9D","",raise,119,2
"5D,9H","",allin,113,1
"5D,9S","",raise,114.532001495361,2
"5D,AC","",allin,84.2048034667969,1
"5D,AD","",bet,120.088666280111,3
"5D,AH","",raise,123.237602233887,1
"5D,AS","",bet,85.628002166748,2
"5D,JC","",call,56.3193851250869,26
"5D,JD","",fold,52.0229994549471,17
"5D,JH","",raise,66.2048034667969,2
"5D,JS","",bet,123.017997741699,1
"5D,KC","",bet,139.605098724365,2
"5D,KD","",bet,264,1
"5D,KH","",call,65.5619321550642,28
"5D,KS","",allin,113,1
"5D,QC","",call,78.732960542043,18
"5D,QD","",call,59.0435997928892,28
"5D,QH","",bet,240,1
"5D,QS","",allin,53.4412002563477,3
"5D,TC","",call,57.875938635606,26
"5D,TD","",fold,88.1113200823466,15
"5D,TH","",call,73.5215585231781,24
"5D,TS","",fold,56.8290001695806,22
"5H,5S","",allin,94.1120004653931,2
"5H,6C","",call,51.4673157240215,19
"5H,6D","",allin,117,1
"5H,6H","",bet,130.679200172424,2
"5H,6S","",raise,87.0255966186523,1
"5H,7C","",allin,115,1
"5H,7D","",raise,63.6408004760742,2
"5H,7H","",raise,67.1024017333984,1
"5H,7S","",fold,49.9159200191498,20
"5H,8C","",bet,199,1
"5H,8D","",bet,85.5007991790771,2
"5H,8H","",call,60.2963250364576,28
"5H,8S","",call,40.4173229290889,13
"5H,9C","",bet,46.0032005310059,1
"5H,9D","",call,56.9522672017415,15
"5H,9H","",raise,123.276000976563,1
"5H,9S","",call,86.6003877719243,24
"5H,AC","",call,55.726159954071,20
"5H,AD","",fold,41.617774605751,12
"5H,AH","",allin,137.631199836731,2
"5H,AS","",raise,54.6291999816895,2
"5H,JC","",call,50.6521382033825,32
"5H,JD","",call,69.7702844570845,39
"5H,JH","",fold,66.2314176992937,11
"5H,JS","",raise,74.0031967163086,1
"5H,KC","",call,43.1110546657017,35
"5H,KD","",fold,54.716900507609,12
"5H,KH","",call,54.3619737271909,27
"5H,KS","",raise,44.0556497573853,2
"5H,QC","",allin,123.092796325684,1
"5H,QD","",call,54.4333132774599,31
"5H,QH","",raise,164.041135152181,3
"5H,QS","",allin,110.00479888916,1
"5H,TC","",call,66.3127062797546,15
"5H,TD","",call,45.8411999278598,18
"5H,TH","",call,57.776813655064,29
"5H,TS","",call,50.634649344853,28
"5S,6C","",fold,57.5919950008392,20
"5S,6D","",fold,50.8311267150076,19
"5S,6H","",raise,61.2047996520996,1
"5S,6S","",bet,123.308601379395,1
"5S,7C","",allin,103.008003234863,1
"5S,7D","",call,52.6232997937636,22
"5S,7H","",call,53.9883334977286,21
"5S,7S","",raise,123.232597351074,1
"5S,8C","",raise,117,1
"5S,8D","",call,55.7635683511433,19
"5S,8H","",raise,123.002998352051,2
"5S,8S","",call,48.6988680076599,25
"5S,9C","",call,56.4278826994054,17
"5S,9D","",bet,123.163200378418,1
"5S,9H","",allin,115,1
"5S,9S","",allin,123.110198974609,1
"5S,AC","",raise,60.0127983093262,1
"5S,AD","",allin,146.041600227356,2
"5S,AH","",allin,55.527398109436,2
"5S,AS","",allin,113,1
"5S,JC","",call,53.8843034875804,29
"5S,JD","",call,59.8125757980347,25
"5S,JH","",fold,38.5623744726181,16
"5S,JS","",raise,166,1
"5S,KC","",fold,52.557969386761,13
"5S,KD","",raise,47.1664009094238,2
"5S,KH","",allin,87.2048034667969,1
"5S,KS","",call,68.8920997569436,38
"5S,QC","",call,51.2108605824984,26
"5S,QD","",raise,81.6890665690104,3
"5S,QH","",call,55.6957755883535,24
"5S,QS","",call,63.553096635001,28
"5S,TC","",call,41.4129037680449,27
"5S,TD","",fold,47.9434524335359,19
"5S,TH","",raise,123.005096435547,2
"5S,TS","",call,52.7991332477993,18
"6C,6D","",bet,110.307197570801,1
"6C,6H","",allin,124.709334055583,3
"6C,6S","",bet,99.5512008666992,2
"6C,7C","",call,56.6254446983337,20
"6C,7D","",bet,119,1
"6C,7H","",allin,105.054397583008,1
"6C,7S","",allin,111.103199005127,2
"6C,8C","",allin,89.5063991546631,2
"6C,8D","",allin,90.0032005310059,2
"6C,8H","",call,78.0553239754268,28
"6C,8S","",fold,58.0763319188898,22
"6C,9C","",allin,115.056049346924,2
"6C,9D","",fold,48.3235037944935,27
"6C,9H","",call,54.4088802973429,15
"6C,9S","",raise,68.5551986694336,3
"6C,AC","",raise,123.266403198242,2
"6C,AD","",allin,143.502900123596,2
"6C,AH","",call,43.8187239074707,25
"6C,AS","",fold,40.2829200744629,15
"6C,JC","",call,48.4176449611269,29
